Eintrag;Datum;Schlusskurs
1;01.06.2006;29.87
2;02.06.2006;30.36
3;05.06.2006;30.24
4;06.06.2006;29.03
5;07.06.2006;28.65
6;08.06.2006;27.36
7;09.06.2006;27.88
8;12.06.2006;27.4
9;13.06.2006;26.46
10;14.06.2006;26.66
11;15.06.2006;28.19
12;16.06.2006;27.49
13;19.06.2006;27.82
14;20.06.2006;28.16
15;21.06.2006;28.13
16;22.06.2006;28.4
17;23.06.2006;28.43
18;26.06.2006;29.08
19;27.06.2006;28.5
20;28.06.2006;28.25
21;29.06.2006;28.87
22;30.06.2006;29.41
23;03.07.2006;29.98
24;04.07.2006;29.64
25;05.07.2006;29.43
26;06.07.2006;30.13
27;07.07.2006;29.54
28;10.07.2006;29.64
29;11.07.2006;29.21
30;12.07.2006;30.04
31;13.07.2006;29.72
32;14.07.2006;28.7
33;17.07.2006;27.85
34;18.07.2006;28
35;19.07.2006;28.34
36;20.07.2006;28.25
37;21.07.2006;27.41
38;24.07.2006;28.2
39;25.07.2006;28.4
40;26.07.2006;28.8
41;27.07.2006;29.5
42;28.07.2006;29.5
43;31.07.2006;30.61
44;01.08.2006;29.75
45;02.08.2006;29.74
46;03.08.2006;28.2
47;04.08.2006;28.4
48;07.08.2006;27.7
49;08.08.2006;27.5
50;09.08.2006;26.81
51;10.08.2006;26.14
52;11.08.2006;26.38
53;14.08.2006;27.1
54;15.08.2006;27.66
55;16.08.2006;27.75
56;17.08.2006;28.32
57;18.08.2006;28.1
58;21.08.2006;27.9
59;22.08.2006;27.86
60;23.08.2006;27.6
61;24.08.2006;27.57
62;25.08.2006;27.25
63;28.08.2006;26.93
64;29.08.2006;27.79
65;30.08.2006;27.27
66;31.08.2006;27.29
67;01.09.2006;27.33
68;04.09.2006;27.69
69;05.09.2006;27.49
70;06.09.2006;27.1
71;07.09.2006;26.5
72;08.09.2006;26.41
73;11.09.2006;26.19
74;12.09.2006;26.64
75;13.09.2006;26.98
76;14.09.2006;26.79
77;15.09.2006;26.97
78;18.09.2006;27.2
79;19.09.2006;26.76
80;20.09.2006;26.96
81;21.09.2006;27.27
82;22.09.2006;26.8
83;25.09.2006;26.52
84;26.09.2006;27.56
85;27.09.2006;27.5
86;28.09.2006;27.4
87;29.09.2006;27.5
88;02.10.2006;27.41
89;03.10.2006;27.16
90;04.10.2006;27.41
91;05.10.2006;27.82
92;06.10.2006;27.42
93;09.10.2006;26.75
94;10.10.2006;26.87
95;11.10.2006;26.93
96;12.10.2006;27.33
97;13.10.2006;27.7
98;16.10.2006;27.32
99;17.10.2006;26.68
100;18.10.2006;27.22
101;19.10.2006;27.35
102;20.10.2006;27.57
103;23.10.2006;28.65
104;24.10.2006;29.5
105;25.10.2006;29.45
106;26.10.2006;30.04
107;27.10.2006;29.77
108;30.10.2006;29.54
109;31.10.2006;29.83
110;01.11.2006;30.5
111;02.11.2006;31
112;03.11.2006;31.5
113;06.11.2006;31.9
114;07.11.2006;32.43
115;08.11.2006;32.5
116;09.11.2006;32.17
117;10.11.2006;32.06
118;13.11.2006;32.12
119;14.11.2006;31.93
120;15.11.2006;33.21
121;16.11.2006;33.2
122;17.11.2006;32.31
123;20.11.2006;32.8
124;21.11.2006;32.81
125;22.11.2006;32.79
126;23.11.2006;32.49
127;24.11.2006;31.85
128;27.11.2006;31.1
129;28.11.2006;30.86
130;29.11.2006;31.97
131;30.11.2006;31.58
132;01.12.2006;31.01
133;04.12.2006;31.44
134;05.12.2006;31.78
135;06.12.2006;32.35
136;07.12.2006;32.25
137;08.12.2006;31.76
138;11.12.2006;32.59
139;12.12.2006;32.5
140;13.12.2006;32.09
141;14.12.2006;32.09
142;15.12.2006;33
143;18.12.2006;32.92
144;19.12.2006;32.53
145;20.12.2006;31.2
146;21.12.2006;30.86
147;22.12.2006;30.4
148;25.12.2006;30.4
149;26.12.2006;30.4
150;27.12.2006;30.98
151;28.12.2006;30.83
152;29.12.2006;30.92
153;01.01.2007;30.92
154;02.01.2007;31.19
155;03.01.2007;30.79
156;04.01.2007;30.39
157;05.01.2007;30.56
158;08.01.2007;30.62
159;09.01.2007;30.6
160;10.01.2007;30.03
161;11.01.2007;30.98
162;12.01.2007;31.25
163;15.01.2007;31.3
164;16.01.2007;31.2
165;17.01.2007;31.23
166;18.01.2007;31.88
167;19.01.2007;31.66
168;22.01.2007;31.47
169;23.01.2007;31.45
170;24.01.2007;31.73
171;25.01.2007;31.63
172;26.01.2007;31.44
173;29.01.2007;31.57
174;30.01.2007;31.7
175;31.01.2007;31.96
176;01.02.2007;32.1
177;02.02.2007;31.85
178;05.02.2007;32.32
179;06.02.2007;32.5
180;07.02.2007;32.56
181;08.02.2007;32.53
182;09.02.2007;32.5
183;12.02.2007;32.11
184;13.02.2007;32.98
185;14.02.2007;33.75
186;15.02.2007;33.2
187;16.02.2007;32.7
188;19.02.2007;33.5
189;20.02.2007;33.66
190;21.02.2007;33.85
191;22.02.2007;34.2
192;23.02.2007;33.96
193;26.02.2007;34.04
194;27.02.2007;31.9
195;28.02.2007;30.79
196;01.03.2007;30.03
197;02.03.2007;30.6
198;05.03.2007;30.3
199;06.03.2007;30.72
200;07.03.2007;30.72
201;08.03.2007;31.5
202;09.03.2007;30.85
203;12.03.2007;30.83
204;13.03.2007;30.72
205;14.03.2007;29.25
206;15.03.2007;30.2
207;16.03.2007;30.53
208;19.03.2007;31.42
209;20.03.2007;31.01
210;21.03.2007;29.7
211;22.03.2007;30.1
212;23.03.2007;31.04
213;26.03.2007;30.42
214;27.03.2007;29.95
215;28.03.2007;30.06
216;29.03.2007;30
217;30.03.2007;30.83
218;02.04.2007;30.36
219;03.04.2007;31.31
220;04.04.2007;30.8
221;05.04.2007;31.36
222;06.04.2007;31.36
223;09.04.2007;31.36
224;10.04.2007;31.85
225;11.04.2007;31.75
226;12.04.2007;31.91
227;13.04.2007;32.5
228;16.04.2007;33.15
229;17.04.2007;32.8
230;18.04.2007;32.97
231;19.04.2007;32.85
232;20.04.2007;32.97
233;23.04.2007;33
234;24.04.2007;33.06
235;25.04.2007;32.62
236;26.04.2007;33.26
237;27.04.2007;33.3
238;30.04.2007;33.35
239;01.05.2007;33.35
240;02.05.2007;32.91
241;03.05.2007;32.89
242;04.05.2007;32.47
243;07.05.2007;32.65
244;08.05.2007;32.55
245;09.05.2007;32.64
246;10.05.2007;32.41
247;11.05.2007;33
248;14.05.2007;33.45
249;15.05.2007;34.19
250;16.05.2007;35.1
251;17.05.2007;35.31
252;18.05.2007;35.16
253;21.05.2007;35.16
254;22.05.2007;35.15
255;23.05.2007;35.12
256;24.05.2007;34.93
257;25.05.2007;34.85
258;28.05.2007;34.85
259;29.05.2007;35.2
260;30.05.2007;34.78
261;31.05.2007;35.25
262;01.06.2007;35.54
263;04.06.2007;35.3
264;05.06.2007;35.14
265;06.06.2007;33.8
266;07.06.2007;33.91
267;08.06.2007;34.04
268;11.06.2007;34.59
269;12.06.2007;34.15
270;13.06.2007;33.98
271;14.06.2007;34.57
272;15.06.2007;34.5
273;18.06.2007;34.55
274;19.06.2007;34.85
275;20.06.2007;34.85
276;21.06.2007;34.45
277;22.06.2007;34.32
278;25.06.2007;34.3
279;26.06.2007;34.27
280;27.06.2007;34.1
281;28.06.2007;34.5
282;29.06.2007;34.5
283;02.07.2007;34.49
284;03.07.2007;35.74
285;04.07.2007;36.17
286;05.07.2007;36.72
287;06.07.2007;37.4
288;09.07.2007;37.97
289;10.07.2007;37.98
290;11.07.2007;37.56
291;12.07.2007;37.83
292;13.07.2007;38.12
293;16.07.2007;38.12
294;17.07.2007;37.7
295;18.07.2007;37.73
296;19.07.2007;36
297;20.07.2007;37.11
298;23.07.2007;37.25
299;24.07.2007;36.74
300;25.07.2007;35.76
301;26.07.2007;35.21
302;27.07.2007;35.77
303;30.07.2007;35.61
304;31.07.2007;36.06
305;01.08.2007;35.85
306;02.08.2007;37.74
307;03.08.2007;38.73
308;06.08.2007;38.74
309;07.08.2007;38.99
310;08.08.2007;39.1
311;09.08.2007;36.75
312;10.08.2007;37.06
313;13.08.2007;38.46
314;14.08.2007;37.8
315;15.08.2007;37.06
316;16.08.2007;36.57
317;17.08.2007;35.73
318;20.08.2007;35.84
319;21.08.2007;36.1
320;22.08.2007;37.95
321;23.08.2007;38.63
322;24.08.2007;38.4
323;27.08.2007;37.92
324;28.08.2007;37.68
325;29.08.2007;37.44
326;30.08.2007;37.8
327;31.08.2007;38.48
328;03.09.2007;39
329;04.09.2007;40.63
330;05.09.2007;41
331;06.09.2007;42.52
332;07.09.2007;40.72
333;10.09.2007;40.07
334;11.09.2007;40.97
335;12.09.2007;41.15
336;13.09.2007;40.6
337;14.09.2007;40.92
338;17.09.2007;40.75
339;18.09.2007;40.9
340;19.09.2007;42.63
341;20.09.2007;42.69
342;21.09.2007;43.53
343;24.09.2007;42.83
344;25.09.2007;42.61
345;26.09.2007;42.57
346;27.09.2007;42.25
347;28.09.2007;42.7
348;01.10.2007;42.79
349;02.10.2007;43.53
350;03.10.2007;43.13
351;04.10.2007;43.15
352;05.10.2007;43.2
353;08.10.2007;44.64
354;09.10.2007;44.95
355;10.10.2007;44.52
356;11.10.2007;45.01
357;12.10.2007;44.94
358;15.10.2007;45.38
359;16.10.2007;44.15
360;17.10.2007;44.38
361;18.10.2007;44.9
362;19.10.2007;43.3
363;22.10.2007;42.45
364;23.10.2007;42.3
365;24.10.2007;42.38
366;25.10.2007;42.25
367;26.10.2007;42.56
368;29.10.2007;43.27
369;30.10.2007;44.3
370;31.10.2007;43.82
371;01.11.2007;43.45
372;02.11.2007;43
373;05.11.2007;42.9
374;06.11.2007;41.9
375;07.11.2007;41.35
376;08.11.2007;40.4
377;09.11.2007;39.67
378;12.11.2007;39.79
379;13.11.2007;39.27
380;14.11.2007;40.03
381;15.11.2007;39.36
382;16.11.2007;38.44
383;19.11.2007;36.78
384;20.11.2007;36.02
385;21.11.2007;34.64
386;22.11.2007;34.29
387;23.11.2007;34.89
388;26.11.2007;34.99
389;27.11.2007;34.57
390;28.11.2007;35.14
391;29.11.2007;35.33
392;30.11.2007;36.1
393;03.12.2007;36.25
394;04.12.2007;35.96
395;05.12.2007;35.9
396;06.12.2007;35.35
397;07.12.2007;35.74
398;10.12.2007;35.8
399;11.12.2007;35.59
400;12.12.2007;35.55
401;13.12.2007;34.61
402;14.12.2007;34.74
403;17.12.2007;33.44
404;18.12.2007;33.52
405;19.12.2007;33.5
406;20.12.2007;32.95
407;21.12.2007;33.15
408;24.12.2007;33.15
409;25.12.2007;33.15
410;26.12.2007;33.15
411;27.12.2007;32.73
412;28.12.2007;33.6
413;31.12.2007;33.6
414;01.01.2008;33.6
415;02.01.2008;33.19
416;03.01.2008;33.15
417;04.01.2008;31
418;07.01.2008;30.43
419;08.01.2008;30.32
420;09.01.2008;29.52
421;10.01.2008;27.57
422;11.01.2008;28.16
423;14.01.2008;28.39
424;15.01.2008;26.94
425;16.01.2008;27.31
426;17.01.2008;27.26
427;18.01.2008;26.98
428;21.01.2008;25.78
429;22.01.2008;26.59
430;23.01.2008;25.67
431;24.01.2008;27.39
432;25.01.2008;27.35
433;28.01.2008;27.74
434;29.01.2008;27.97
435;30.01.2008;27.47
436;31.01.2008;27.75
437;01.02.2008;28.5
438;04.02.2008;29.12
439;05.02.2008;27
440;06.02.2008;27.12
441;07.02.2008;25.97
442;08.02.2008;26.02
443;11.02.2008;25.3
444;12.02.2008;26.42
445;13.02.2008;25.87
446;14.02.2008;25.53
447;15.02.2008;25.7
448;18.02.2008;26.12
449;19.02.2008;26.6
450;20.02.2008;28.53
451;21.02.2008;27.96
452;22.02.2008;27.92
453;25.02.2008;28.27
454;26.02.2008;29.05
455;27.02.2008;28.89
456;28.02.2008;28.04
457;29.02.2008;27.9
458;03.03.2008;27.53
459;04.03.2008;27.12
460;05.03.2008;28.04
461;06.03.2008;28.34
462;07.03.2008;27.72
463;10.03.2008;26.71
464;11.03.2008;28.02
465;12.03.2008;28.58
466;13.03.2008;27.96
467;14.03.2008;28.51
468;17.03.2008;26.79
469;18.03.2008;27.61
470;19.03.2008;26.6
471;20.03.2008;26.33
472;21.03.2008;26.33
473;24.03.2008;26.33
474;25.03.2008;27.7
